AIRLINE,ORIGIN AIRPORT,DESTINATION AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELlATION
WN,PHX,SLC,-1,-5,0
WN,RSW,MKE,24,27,0
WN,STL,BNA,0,-9,0
WN,TPA,PHL,59,,0
AA,MIA,RDU,-2,-15,0
AA,MIA,IAH,-5,-32,0
AS,SJC,KOA,-16,-11,0
DL,JFK,SLC,33,57,0
DL,CVG,MCO,9,-10,0
DL,MEM,ATL,-6,-22,0
EV,DFW,BPT,61,69,0
EV,GRR,EWR,-200,-200,1
EV,LGA,CHS,59,90,0
EV,CAE,ATL,-1,-12,0
EV,CAE,IAD,-2,29,0
HA,OAK,HNL,-4,-1,0
HA,JFK,HNL,-2,39,0
MQ,XNA,LGA,5,11,0
NK,ORD,LAS,30,23,0
HA,HNL,OGG,-4,1,0
UA,ORD,TPA,67,62,0
B6,MCO,JFK,3,12,0
EV,OKC,DEN,-12,-8,0
F9,LAS,DEN,-7,-5,0
OO,SFO,ASE,-6,-5,0
OO,LAX,ASE,-1,20,0
B6,BOS,EWR,-1,-8,0
DL,STL,ATL,26,9,0
DL,RIC,ATL,14,1,0
DL,HSV,ATL,-3,-17,0
OO,RNO,SFO,-8,-5,0
UA,LAX,OGG,1,-13,0
AA,SAN,DFW,-4,4,0
AA,MIA,PHL,-2,-8,0
DL,ORF,ATL,-1,-11,0
DL,ATL,IND,-2,-5,0
DL,ATL,MDT,6,-11,0
EV,ATL,VLD,-2,-6,0
EV,ATL,OAJ,4,-5,0
EV,ATL,GTR,0,-1,0
MQ,MLI,ORD,-200,-200,1
UA,PHL,ORD,-1,77,0
UA,ORD,CLE,101,87,0
US,CLT,IND,-5,-3,0
US,CLT,BOS,8,-11,0
US,PHL,ORD,-200,-200,1
US,PHL,MIA,12,109,0
US,PHX,DEN,-7,-9,0
US,PHX,MSP,-3,3,0
US,BOS,PHX,3,-10,0
US,PHL,SJU,16,84,0
US,CLT,DCA,54,42,0
US,CLT,CLE,16,40,0
US,CLT,TPA,-3,-14,0
WN,LAX,MDW,14,20,0
WN,MCO,ALB,17,20,0
WN,MCO,MCI,29,28,0
WN,MDW,AUS,83,80,0
WN,OKC,PHX,3,-9,0
WN,BWI,BNA,128,205,0
WN,LAS,SMF,-3,-13,0
WN,SAN,IAD,26,31,0
WN,SAT,PHX,-3,-12,0
WN,SMF,BUR,0,-1,0
WN,SNA,SFO,-5,-21,0
AA,BOS,JFK,-3,5,0
AA,DFW,PHX,20,2,0
AA,LGA,MIA,28,32,0
AA,MIA,MCO,0,-6,0
AA,DFW,BWI,-4,6,0
AA,SJU,DFW,8,-15,0
AS,SNA,PDX,-14,-18,0
AS,BLI,LAS,7,10,0
B6,JFK,LAX,-1,12,0
B6,FLL,DCA,148,161,0
B6,JAX,DCA,19,99,0
DL,ATL,STT,-2,-15,0
DL,ATL,MEM,-4,-12,0
DL,SLC,BWI,-2,-7,0
DL,ATL,DCA,3,103,0
DL,DFW,ATL,-3,-17,0
DL,PHL,DTW,71,157,0
DL,SLC,EWR,-1,-36,0
DL,IAD,ATL,17,25,0
DL,SLC,DCA,-2,54,0
DL,ATL,BHM,3,-6,0
DL,ATL,LAS,5,-15,0
DL,ATL,SAT,-5,-26,0
DL,ATL,EYW,10,6,0
EV,PIT,EWR,-6,2,0
EV,ATL,HPN,18,25,0
EV,ATL,IAD,-3,6,0
EV,XNA,ATL,1,-2,0
F9,FLL,CLE,21,24,0
MQ,ORD,BMI,295,277,0
MQ,MIA,TLH,0,-7,0
MQ,DFW,TYR,-4,-5,0
MQ,ORD,TVC,-3,15,0
NK,LGA,DTW,177,205,0
OO,SLC,RAP,-7,-19,0
OO,SJC,SEA,-2,-5,0
UA,EWR,LAS,7,48,0
DL,SLC,DTW,-2,-19,0
DL,ATL,CVG,18,9,0
DL,CMH,ATL,20,33,0
MQ,LGA,ORF,-200,-200,1
HA,HNL,LIH,-5,-2,0
MQ,LBB,DFW,-200,-200,1
OO,SLC,DFW,34,18,0
AS,SCC,BRW,8,0,0
US,CLT,MCI,-5,1,0
AA,AUS,DFW,-9,10,0
B6,JFK,SYR,0,27,0
DL,ATL,RSW,0,-18,0
DL,RDU,ATL,-4,-10,0
DL,ATL,LAX,3,-30,0
DL,ATL,DFW,-1,-27,0
EV,SAV,IAD,-200,-200,1
EV,ATL,ILM,-2,10,0
OO,LAX,FAT,-3,-6,0
OO,PHX,YUM,2,-1,0
UA,IAH,SJC,19,-14,0
UA,SFO,DEN,13,8,0
UA,DCA,ORD,139,171,0
UA,BOS,IAH,43,22,0
UA,LAX,MCO,3,-4,0
UA,RIC,ORD,-6,15,0
UA,ORD,JAC,25,48,0
US,CLT,PHX,-1,-17,0
US,CLT,BWI,37,25,0
US,PHL,ATL,26,105,0
US,CLT,LAX,6,-27,0
US,PHX,CLT,0,-11,0
US,PHX,EWR,2,-5,0
US,CLT,SJU,20,5,0
US,PHL,STT,22,117,0
VX,JFK,LAS,1,17,0
WN,DEN,MDW,-2,-13,0
WN,DEN,PHL,22,21,0
WN,ELP,SAT,-1,5,0
WN,HOU,BNA,-5,-15,0
WN,LAX,AUS,11,30,0
WN,LAX,PHX,2,8,0
WN,LGA,BNA,28,42,0
WN,MCO,ATL,72,49,0
WN,MCO,SJU,27,24,0
WN,MDW,DSM,39,42,0
WN,MDW,RDU,39,28,0
WN,OAK,DEN,15,5,0
WN,ONT,OAK,-1,-6,0
WN,ATL,DCA,-200,-200,1
WN,ATL,MSY,1,-14,0
WN,BWI,FLL,32,102,0
WN,SAN,ABQ,-6,6,0
WN,SAN,OAK,-4,-13,0
WN,TPA,PIT,7,8,0
AA,LGA,ORD,7,18,0
AA,DFW,TUS,-1,-16,0
AA,DFW,OKC,-3,-8,0
AA,DFW,SLC,42,28,0
AS,ANC,SEA,-7,-10,0
AS,PDX,ANC,-10,-18,0
AS,GEG,SEA,-4,-13,0
B6,EWR,FLL,18,54,0
DL,SJU,ATL,-2,-20,0
DL,TPA,ATL,-4,-5,0
DL,ATL,ORD,-5,20,0
DL,ATL,MCO,3,-8,0
DL,FLL,ATL,-3,-6,0
DL,ATL,LGA,35,69,0
EV,ORD,ATW,17,14,0
EV,ORD,CID,29,31,0
EV,ORD,OMA,30,44,0
EV,ORD,MLI,69,61,0
EV,DAL,IAH,-7,-14,0
F9,LGA,MIA,0,16,0
MQ,DFW,CHS,15,23,0
MQ,RST,ORD,52,45,0
MQ,DFW,SAF,22,7,0
MQ,DFW,FSD,-8,-10,0
NK,SJU,MCO,37,24,0
OO,YUM,PHX,122,137,0
OO,ORD,MKG,20,21,0
UA,ORD,SFO,33,35,0
DL,ATL,MSY,-5,-2,0
B6,FLL,LGA,19,36,0
UA,ORD,DEN,83,79,0
US,PHX,DCA,-3,2,0
US,PHX,STL,-5,0,0
AA,ATL,MIA,-9,7,0
AA,TUS,DFW,-11,-9,0
DL,IND,ATL,-4,-18,0
EV,ORD,GRB,0,2,0
OO,LAX,DFW,0,15,0
OO,OMA,DEN,20,10,0
UA,ORD,DFW,25,9,0
UA,LAS,IAH,-4,-6,0
DL,DCA,DTW,179,180,0
DL,FLL,DTW,-1,-5,0
DL,BWI,DTW,6,46,0
EV,EWR,MCI,39,81,0
OO,PHX,FLG,-5,-9,0
US,PHL,TPA,11,78,0
EV,LBB,DEN,-4,29,0
MQ,AMA,DFW,26,30,0
EV,STL,EWR,11,-7,0
OO,SLC,SAT,32,23,0
UA,BZN,DEN,-3,-15,0
UA,ORD,LGA,-5,25,0
UA,ORD,IAH,15,-9,0
US,CLT,ORD,-4,-2,0
US,PHX,AUS,-2,-2,0
US,PHX,CMH,18,7,0
US,PHX,FLL,7,3,0
US,CLT,STT,0,7,0
US,CLT,FLL,-1,-15,0
US,CLT,PIT,-3,-9,0
US,PHL,LAX,132,184,0
WN,DAL,MSY,-3,-10,0
WN,DEN,PHX,5,-10,0
WN,FLL,ISP,6,-3,0
WN,FLL,TPA,16,7,0
WN,LAX,SFO,9,-20,0
WN,LBB,DAL,-4,-9,0
WN,LIT,DAL,-2,-3,0
WN,MCO,CMH,-4,-12,0
WN,MDW,DEN,41,32,0
WN,MDW,MCO,34,17,0
WN,MSY,FLL,18,14,0
WN,ABQ,LAS,1,13,0
WN,BOS,BWI,74,69,0
WN,LAS,ELP,46,48,0
WN,LAS,OAK,43,30,0
WN,SFO,SAN,12,5,0
WN,SMF,LAS,0,13,0
AA,LAX,IAD,-1,-1,0
AA,ORD,DEN,23,32,0
AA,ORD,MSP,-4,-3,0
AA,DFW,ORD,-1,1,0
AA,ORD,PSP,19,17,0
AS,PDX,LAX,0,-14,0
AS,SEA,LAS,0,5,0
AS,PDX,DCA,-2,22,0
AS,SEA,HNL,6,3,0
DL,SLC,ATL,6,-22,0
DL,ATL,SJU,-2,-13,0
DL,SLC,OAK,-6,-28,0
DL,ATL,JAX,7,8,0
DL,ATL,ALB,20,20,0
DL,ATL,BDL,-3,-10,0
DL,ATL,SAV,-3,-10,0
DL,ATL,FLL,-1,-21,0
DL,SLC,MCO,-5,-22,0
EV,IAH,GRK,-1,-10,0
EV,LGA,CAE,176,236,0
HA,SFO,OGG,-5,3,0
HA,SJC,HNL,-2,4,0
MQ,PNS,DFW,-8,-3,0
MQ,ORD,TYS,16,8,0
MQ,DFW,MHK,53,62,0
NK,DTW,RSW,10,-5,0
OO,PHX,GJT,-2,0,0
OO,PDX,SLC,-3,-10,0
OO,PHX,SLC,-4,-6,0
OO,SLC,BTM,-3,-9,0
DL,ATL,PDX,-4,-10,0
DL,MDW,ATL,9,0,0
EV,AMA,DEN,-8,12,0
OO,SMF,SFO,-3,9,0
UA,MSY,ORD,-5,38,0
DL,ATL,BNA,-5,-4,0
F9,MCO,TTN,30,32,0
OO,PHX,ABQ,1,2,0
OO,SLC,BOI,0,4,0
DL,MKE,ATL,11,-11,0
EV,EWR,IND,2,31,0
EV,GNV,ATL,2,2,0
EV,LEX,ATL,80,67,0
MQ,CLL,DFW,6,8,0
OO,ABQ,SFO,0,-22,0
OO,ORD,MTJ,38,38,0
US,PHX,DFW,3,9,0
AA,ORD,DFW,6,11,0
DL,SLC,MSP,-5,-19,0
MQ,CMH,ORD,-200,-200,1
OO,PHX,DRO,-4,-11,0
UA,DEN,DFW,22,13,0
UA,IAD,ORD,11,62,0
UA,LAS,CLE,-3,-11,0
UA,DEN,AUS,121,103,0
UA,DEN,MIA,20,0,0
US,CLT,PVD,-5,-21,0
US,SMF,PHX,6,1,0
US,PHX,MCO,-3,-7,0
US,PHX,TPA,16,18,0
US,PHX,MCI,-4,-4,0
US,MIA,CLT,2,-20,0
US,CLT,EWR,-5,-14,0
US,CLT,BDL,1,-10,0
US,PHX,PHL,-1,0,0
WN,CMH,DEN,20,29,0
WN,MCO,ROC,3,4,0
WN,MDW,LGA,15,72,0
WN,AUS,TPA,0,-7,0
WN,SAN,SJC,-4,-20,0
WN,SJC,BUR,8,8,0
AA,DCA,ORD,186,199,0
AA,DFW,EWR,6,-3,0
AA,ORD,LAX,15,2,0
AA,MIA,LGA,221,233,0
AA,SAT,DFW,-10,-9,0
AA,DFW,ICT,-5,-2,0
AS,SEA,SFO,-8,-2,0
AS,PDX,DFW,2,-9,0
B6,FLL,EWR,7,9,0
B6,FLL,JFK,1,-1,0
B6,BOS,JAX,15,12,0
B6,ORD,JFK,0,-6,0
DL,LAS,DTW,-10,-7,0
DL,ATL,MIA,21,-1,0
DL,PHX,MSP,14,5,0
EV,OMA,IAH,1,-6,0
EV,DEN,LFT,7,-27,0
EV,ATL,MLI,-1,2,0
EV,ORD,TUL,10,4,0
MQ,DFW,LBB,9,26,0
MQ,SDF,ORD,21,37,0
OO,PHX,ELP,3,12,0
OO,DEN,MKE,9,-5,0
OO,DEN,COS,90,76,0
OO,DEN,MSN,9,-5,0
OO,DEN,AMA,13,7,0
OO,DEN,BIS,-6,2,0
OO,DEN,OMA,34,26,0
OO,ORD,ASE,7,29,0
OO,ORD,SAT,2,9,0
UA,DEN,DCA,2,-10,0
UA,LAS,SFO,22,2,0
AA,IAH,MIA,-3,1,0
B6,IAD,BOS,0,52,0
DL,ATL,STL,-3,-12,0
DL,ATL,SNA,8,-29,0
DL,ATL,BWI,-3,-12,0
EV,ATL,LEX,-4,-7,0
EV,FAY,ATL,-2,-10,0
EV,ATL,AEX,-1,1,0
HA,HNL,ITO,-4,-8,0
OO,LAX,CLD,-1,-1,0
UA,DEN,BWI,31,19,0
UA,ORD,FLL,-1,-21,0
US,ORD,PHL,14,58,0
B6,JFK,LAS,24,73,0
DL,ATL,PBI,-3,-14,0
EV,IAH,ISN,-5,-7,0
EV,ORD,MSN,46,51,0
OO,DEN,FSD,38,26,0
OO,MSN,ORD,6,-6,0
UA,ORD,LAS,36,28,0
UA,ATL,EWR,-3,-5,0
US,PHX,JFK,110,106,0
US,PHX,IAH,31,26,0
DL,ATL,AUS,-5,-25,0
EV,BOS,CLE,2,-7,0
EV,TYS,ORD,-4,10,0
OO,TUS,DEN,-9,7,0
OO,DEN,CID,12,-9,0
OO,MSP,ISN,-1,50,0
UA,EWR,SFO,7,39,0
US,JFK,PHX,-1,67,0
US,PHX,ATL,1,-8,0
US,PHX,BOS,0,-6,0
US,LGA,CLT,157,159,0
DL,JFK,LAS,17,63,0
DL,ATL,RDU,-3,-5,0
B6,LGA,RSW,-2,67,0
EV,ATL,MYR,21,15,0
MQ,LGA,ATL,12,60,0
OO,MSP,CLE,21,-2,0
OO,MSP,DIK,15,18,0
OO,DEN,LNK,22,9,0
OO,LAX,SBA,-7,5,0
OO,AUS,LAX,-200,-200,1
UA,DEN,MSP,15,-3,0
UA,LGA,ORD,33,52,0
UA,EWR,ORD,-3,34,0
UA,EWR,FLL,131,138,0
UA,ORD,MSP,40,48,0
UA,DFW,ORD,54,51,0
UA,DEN,PIT,10,3,0
UA,FLL,EWR,-6,-16,0
UA,EWR,MCO,6,17,0
UA,PIT,IAH,9,26,0
US,PHL,FLL,78,131,0
US,BOS,DCA,18,46,0
US,LGA,BOS,-8,0,0
US,BOS,LGA,-5,3,0
US,DCA,LGA,-200,-200,1
US,LGA,DCA,0,38,0
US,LAS,PHX,-10,-2,0
US,SNA,PHX,-2,-3,0
US,SAN,PHX,-3,4,0
US,DCA,MCO,160,167,0
US,CLT,LGA,33,,0
VX,IAD,SFO,85,80,0
VX,SFO,SAN,4,3,0
WN,BWI,TPA,16,108,0
WN,DAL,DCA,45,,0
WN,DAL,HOU,0,-2,0
WN,HOU,DAL,-3,-10,0
WN,LAS,TPA,23,30,0
WN,MCO,SDF,17,27,0
WN,MDW,BWI,30,39,0
WN,MDW,IAD,132,119,0
WN,OAK,LAS,-2,-7,0
WN,ORF,MCO,249,240,0
WN,PDX,SAN,-5,-5,0
WN,ABQ,DAL,13,13,0
WN,ATL,AUS,-8,-27,0
WN,ATL,IND,7,4,0
WN,ATL,MDW,-1,1,0
WN,BNA,CLE,8,11,0
WN,BNA,CMH,17,17,0
WN,BNA,DTW,8,15,0
WN,BNA,MDW,24,24,0
WN,BNA,PHL,86,95,0
WN,BNA,PNS,3,-1,0
WN,LAS,DEN,109,106,0
WN,LAS,PIT,78,71,0
WN,LAS,SAN,7,0,0
WN,SAN,LAS,1,-6,0
WN,SFO,LAS,-3,-6,0
WN,TPA,AUS,24,9,0
WN,TPA,BDL,-1,5,0
AA,AUS,JFK,-4,-3,0
AA,DCA,DFW,135,126,0
AA,MIA,ORD,119,112,0
AA,JFK,LAX,9,34,0
AA,SNA,DFW,-2,7,0
AA,DFW,PSP,-2,-20,0
AA,TPA,MIA,-1,-1,0
AA,DFW,ATL,-3,-3,0
AA,MIA,JFK,61,59,0
AA,DFW,SAT,-4,-6,0
AS,SJC,SEA,-9,-11,0
AS,SEA,LAX,-5,-8,0
AS,SNA,SEA,-7,-28,0
B6,JFK,FLL,-1,48,0
B6,MSY,JFK,-3,-3,0
B6,DCA,MCO,274,285,0
B6,MCO,SJU,-1,-3,0
B6,RDU,BOS,-6,-14,0
DL,DTW,MSP,-1,-5,0
DL,JFK,SFO,12,42,0
DL,MSP,BOS,8,-18,0
DL,MSP,ORD,-1,-29,0
DL,BOS,LGA,-2,15,0
DL,LGA,BOS,-2,30,0
DL,DTW,BOS,-2,0,0
DL,ATL,EWR,-2,-8,0
DL,MSY,ATL,10,4,0
DL,LGA,ATL,265,253,0
DL,ATL,CMH,22,8,0
DL,ATL,SHV,-1,-14,0
EV,ORD,MCI,8,6,0
EV,EWR,CLT,-7,25,0
EV,DTW,MDT,-4,-3,0
EV,GSP,ATL,-4,-13,0
EV,GSO,LGA,-4,19,0
EV,DTW,ELM,-5,-12,0
EV,RIC,LGA,-6,-15,0
EV,ATL,LFT,39,21,0
EV,DEN,SDF,23,5,0
EV,ORD,FSD,26,39,0
F9,ATL,ORD,90,90,0
F9,DFW,MEM,-2,-3,0
HA,LAX,HNL,-1,8,0
HA,SAN,HNL,44,48,0
HA,SEA,OGG,-11,-13,0
HA,HNL,KOA,-3,1,0
MQ,DFW,DRO,-5,-14,0
MQ,ORD,ATL,52,50,0
MQ,DFW,JAN,21,19,0
OO,LAX,SJC,-7,-10,0
OO,DEN,CVG,11,5,0
OO,MSP,LAN,-3,-14,0
OO,SEA,PDX,33,35,0
OO,GEG,SEA,112,110,0
OO,DEN,DAY,-1,-9,0
OO,ASE,LAX,95,77,0
OO,PHX,LAX,40,40,0
OO,FAT,LAX,-4,-14,0
OO,DEN,FAR,9,15,0
OO,LAX,PSP,40,32,0
UA,DEN,MSY,49,31,0
DL,DTW,RSW,0,-3,0
DL,ATL,TYS,-1,-6,0
UA,LAX,ORD,0,-5,0
UA,DEN,PHL,-4,-9,0
AA,DFW,LGA,-1,20,0
DL,ATL,RIC,-4,-13,0
OO,SBP,SFO,-8,0,0
OO,LAX,COS,-3,-4,0
UA,LAX,KOA,18,-5,0
UA,PBI,EWR,-6,-3,0
UA,DEN,SAT,12,3,0
B6,BOS,SEA,0,29,0
EV,ROC,IAD,194,198,0
MQ,LSE,ORD,-200,-200,1
OO,SAN,DEN,-3,-3,0
OO,BUR,SFO,-7,2,0
UA,SFO,EWR,57,60,0
B6,DTW,BOS,0,-22,0
DL,CHS,ATL,-4,-18,0
HA,HNL,LIH,-4,-2,0
HA,KOA,HNL,-8,-10,0
UA,SFO,ORD,-3,-15,0
UA,DEN,SFO,13,-21,0
UA,DEN,FLL,12,-7,0
US,PHL,RSW,-2,77,0
US,MSP,CLT,57,40,0
US,PHX,BWI,0,-2,0
US,LAX,PHX,-6,6,0
US,PHL,MCO,-2,68,0
US,PHL,PBI,-3,87,0
VX,SAN,SFO,-1,-18,0
WN,CRP,HOU,-1,-2,0
WN,DAL,MAF,45,38,0
WN,DEN,MSP,2,1,0
WN,ELP,PHX,144,144,0
WN,HOU,BHM,-3,-5,0
WN,LAX,MKE,17,19,0
WN,MCI,MSY,3,-19,0
WN,MCO,BDL,10,6,0
WN,MCO,IND,0,3,0
WN,MDW,PHL,45,32,0
WN,PHX,ATL,11,11,0
WN,BHM,MDW,16,15,0
WN,BHM,TPA,-2,-8,0
WN,BNA,PHX,8,-8,0
WN,BWI,LAX,299,302,0
WN,BWI,MCO,116,147,0
WN,PHX,MDW,6,4,0
WN,PHX,OMA,2,4,0
WN,PHX,SAT,110,125,0
WN,PHX,TPA,32,26,0
WN,SNA,SJC,3,-6,0
AA,PHL,CLT,164,142,0
AA,MEM,DFW,-7,-22,0
AS,ANC,OTZ,-4,-14,0
AS,SAN,SEA,-2,-27,0
B6,JFK,SJU,3,20,0
DL,MSP,MSY,3,-30,0
DL,SDF,ATL,6,4,0
DL,DTW,TPA,0,-27,0
DL,BWI,ATL,-1,23,0
DL,ATL,DSM,22,15,0
DL,DTW,LGA,0,26,0
DL,MSP,MIA,-1,-26,0
B6,LGB,PDX,5,-9,0
EV,DFW,MOB,-3,-1,0
EV,DAY,EWR,0,37,0
EV,BTR,ATL,367,370,0
EV,MSP,BDL,38,16,0
F9,PDX,DEN,0,-12,0
EV,DEN,BNA,6,-2,0
MQ,DFW,BTR,20,15,0
MQ,DFW,TXK,-200,-200,1
MQ,ORD,DBQ,7,10,0
NK,DFW,LAS,-6,-36,0
OO,ONT,SFO,6,-9,0
OO,DEN,MAF,4,-7,0
EV,DEN,TUL,26,10,0
OO,ATL,SBN,2,0,0
OO,DTW,DSM,47,64,0
OO,DEN,MOT,87,79,0
OO,SLC,DEN,0,4,0
EV,DEN,SHV,84,98,0
NK,ORD,MCO,144,132,0
OO,DEN,IND,8,-1,0
AA,BOS,ORD,-9,-7,0
DL,JAX,ATL,14,2,0
DL,MCI,ATL,0,-8,0
B6,TPA,BOS,1,-18,0
EV,DEN,SGF,-3,-5,0
DL,HOU,ATL,-5,-13,0
EV,EWR,SAV,53,93,0
EV,OKC,ATL,-9,-10,0
OO,BNA,MSP,125,135,0
OO,BOI,DEN,70,56,0
B6,PBI,BOS,1,-11,0
EV,MCI,EWR,-10,-27,0
F9,LAX,DEN,-5,-7,0
MQ,EVV,ORD,-3,-2,0
MQ,JAN,DFW,8,-1,0
NK,ATL,FLL,-2,-7,0
OO,SMF,LAX,-2,-14,0
UA,LGA,IAH,-1,22,0
US,SAT,PHL,1,42,0
US,PHX,ORD,2,-2,0
US,DCA,TPA,-200,-200,1
WN,DAL,AUS,-4,-10,0
WN,DEN,IND,29,11,0
WN,ECP,HOU,53,37,0
WN,FLL,STL,15,4,0
WN,LAS,STL,-3,-6,0
WN,LGA,DEN,46,76,0
WN,MCI,ATL,16,1,0
WN,MCO,ISP,14,6,0
WN,MDW,ATL,32,14,0
WN,MDW,EWR,10,25,0
WN,PHX,AUS,11,15,0
WN,PHX,FLL,12,1,0
WN,ABQ,PHX,-3,-10,0
WN,BUR,SJC,-2,-9,0
WN,IND,MCO,102,84,0
WN,LAS,IND,2,1,0
WN,PHX,LIT,-3,0,0
WN,PHX,MCO,4,-2,0
WN,PHX,MSY,2,13,0
WN,RSW,BWI,91,99,0
WN,SFO,LAX,-4,-13,0
WN,STL,DAL,33,21,0
WN,STL,HOU,116,106,0
WN,STL,MCI,18,19,0
WN,STL,OKC,20,-1,0
WN,STL,SFO,21,-6,0
WN,STL,TUL,41,34,0
AA,DFW,SNA,27,5,0
AA,MIA,TPA,1,-3,0
AA,ORD,PBI,18,5,0
AS,JNU,YAK,-15,-11,0
AS,SFO,SEA,-10,-14,0
AS,PDX,SFO,-10,-15,0
AS,SEA,TUS,-2,-12,0
AS,SEA,MCI,-5,-27,0
AS,SMF,OGG,-9,-8,0
DL,MSP,ATL,15,-17,0
DL,DAL,ATL,1,-11,0
DL,MSP,LGA,-2,6,0
DL,MSP,RSW,-2,-35,0
DL,TUL,ATL,-6,-21,0
DL,DTW,CLT,43,12,0
EV,DFW,GGG,3,1,0
EV,DTW,EWR,57,44,0
EV,DTW,IND,95,87,0
EV,DTW,HPN,204,179,0
EV,DTW,BTV,-3,-13,0
F9,DEN,CVG,-6,-6,0
F9,DEN,MOT,-7,-5,0
MQ,DFW,TLH,11,6,0
MQ,LFT,DFW,-5,-13,0
MQ,ORD,OMA,162,167,0
MQ,CLE,ORD,-200,-200,1
NK,MSY,IAH,-3,13,0
OO,ATL,ASE,0,-18,0
OO,ONT,SLC,-13,-17,0
OO,DEN,ISN,-9,-7,0
OO,ORD,MBS,-1,6,0
OO,LAX,MSP,34,46,0
UA,IAH,DEN,28,8,0
UA,DEN,IAD,13,0,0
OO,DEN,MEM,9,5,0
EV,PVD,EWR,-5,9,0
EV,PIT,IAD,-200,-200,1
EV,ORF,IAD,130,129,0
HA,HNL,OGG,-4,2,0
MQ,PIA,ORD,-200,-200,1
OO,BIL,DEN,8,4,0
MQ,ATL,LGA,-1,29,0
DL,DTW,ATL,40,14,0
DL,MSP,SNA,8,-30,0
F9,MDT,MCO,144,175,0
MQ,LGA,RDU,6,51,0
OO,MSP,ATW,0,9,0
UA,DEN,IAH,0,-1,0
EV,ATL,FSM,2,-14,0
MQ,CID,ORD,28,66,0
OO,ORD,CMX,-200,-200,1
UA,ORD,LAX,52,43,0
UA,LAX,SFO,-7,-22,0
DL,BHM,ATL,-3,-16,0
EV,DTW,CAK,7,27,0
UA,EWR,IAH,19,46,0
UA,DEN,EWR,8,12,0
UA,ORD,HNL,17,13,0
US,PHL,BOS,18,106,0
US,IAH,CLT,-1,-8,0
US,DEN,CLT,-1,-20,0
US,DTW,CLT,0,-14,0
US,RSW,CLT,-3,6,0
US,JFK,CLT,7,62,0
US,DCA,RSW,48,123,0
US,PBI,CLT,-2,-8,0
US,MCO,PHL,36,85,0
VX,LAX,FLL,9,19,0
WN,DEN,CMH,12,4,0
WN,DEN,IAD,10,8,0
WN,DEN,MSY,4,-12,0
WN,DEN,OMA,27,15,0
WN,MCI,DAL,-3,-15,0
WN,MCO,STL,26,19,0
WN,MDW,LAS,16,6,0
WN,MKE,SEA,0,30,0
WN,ONT,SJC,79,72,0
WN,PHX,BUR,56,48,0
WN,LAS,PDX,-3,-11,0
WN,PIT,MDW,0,10,0
WN,SAN,DEN,2,3,0
WN,SAN,PHX,5,3,0
WN,SJC,LAX,-4,-7,0
WN,TPA,FLL,-1,-3,0
AA,MCO,MIA,66,51,0
AA,ORD,BOS,60,51,0
AA,ORD,RDU,21,12,0
AS,SAN,LIH,-1,1,0
B6,BWI,BOS,35,49,0
DL,ATL,EGE,1,-18,0
DL,MSP,PHL,1,-10,0
DL,DTW,ORD,26,37,0
DL,PHL,ATL,94,139,0
DL,MIA,ATL,-5,-4,0
DL,DTW,PHL,133,118,0
DL,ORD,ATL,42,33,0
DL,LGA,MSP,97,116,0
B6,PHL,BOS,210,292,0
EV,EWR,IAD,44,102,0
EV,HPN,ATL,42,36,0
EV,GRR,MSP,2,4,0
EV,DTW,FWA,-4,-17,0
EV,DTW,PIA,5,3,0
EV,CHA,ATL,-4,-2,0
EV,DTW,GSO,14,27,0
EV,LGA,IAD,-200,-200,1
EV,DEN,DIK,-1,0,0
EV,BUF,ORD,48,44,0
F9,SAN,DEN,-2,-3,0
F9,SNA,DEN,-2,11,0
F9,SEA,DEN,16,2,0
HA,PDX,HNL,2,-1,0
MQ,CVG,ORD,15,16,0
MQ,XNA,ORD,-200,-200,1
MQ,VPS,DFW,20,9,0
MQ,ORD,CLE,29,25,0
MQ,ORD,BDL,1,2,0
MQ,DFW,CLL,-3,-2,0
MQ,DFW,ROW,10,-1,0
OO,SFO,MRY,55,54,0
OO,GRR,DTW,-5,-18,0
OO,SNA,SFO,46,37,0
OO,SEA,PHX,140,138,0
OO,APN,DTW,-3,-12,0
OO,MSP,GRB,59,52,0
EV,MSP,MDW,-6,-23,0
EV,GTR,ATL,-2,-10,0
OO,RAP,MSP,15,14,0
UA,ORD,BOS,0,10,0
UA,DEN,BOS,-1,-21,0
B6,MCO,LGA,-5,30,0
DL,BDL,ATL,2,2,0
DL,SAV,ATL,-3,-9,0
OO,SJC,SLC,-12,-29,0
UA,DEN,LGA,9,-10,0
US,CLT,JAX,-2,-22,0
DL,SAN,SLC,-3,-2,0
EV,BHM,DTW,26,24,0
EV,ORD,SBN,40,43,0
OO,LGB,SLC,-6,-9,0
OO,MRY,LAX,-3,-1,0
OO,ORD,MKE,65,55,0
AA,MCO,DFW,8,-1,0
AA,SJC,DFW,1,-2,0
EV,TUL,ORD,-14,-13,0
NK,BWI,DFW,64,94,0
OO,SMF,SLC,-9,-13,0
OO,PDX,DEN,-7,-18,0
US,FLL,CLT,-1,-7,0
US,PHL,SFO,-1,95,0
US,PHL,PHX,98,168,0
US,PHL,DEN,79,163,0
WN,DEN,BNA,46,33,0
WN,DEN,BWI,11,3,0
WN,DEN,DTW,14,3,0
WN,DEN,MCI,0,-3,0
WN,DEN,MKE,4,-4,0
